,product_name,product_image,product_spec,product_price
132,한국타이어 벤투스 S1 에보3 K127E 285/35R22 4P,https://img.danawa.com/prod_img/500000/021/202/img/19202021_1.jpg?shrink=330:*&_v=20230303084735,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 285mm, 편평비: 35%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급, 타이어경도: 4P",481850
133,한국타이어 벤투스 S1 에보3 K127E 265/40R22 4P,https://img.danawa.com/prod_img/500000/997/201/img/19201997_1.jpg?shrink=330:*&_v=20230303084414,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 265mm, 편평비: 40%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급, 타이어경도: 4P",429990
134,한국타이어 벤투스 S1 에보3 K127E 225/55R19 4P,https://img.danawa.com/prod_img/500000/967/201/img/19201967_1.jpg?shrink=330:*&_v=20230303083839,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 225mm, 편평비: 55%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급, 타이어경도: 4P",256450
135,한국타이어 벤투스 S1 에보3 K127E 255/45R19,https://img.danawa.com/prod_img/500000/870/421/img/16421870_1.jpg?shrink=330:*&_v=20220217125518,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",214200
136,한국타이어 벤투스 S1 에보3 K127E 275/45R19,https://img.danawa.com/prod_img/500000/349/944/img/11944349_1.jpg?shrink=330:*&_v=20201021131836,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 275mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",216030
137,한국타이어 벤투스 S1 에보3 K127E 225/55R19,https://img.danawa.com/prod_img/500000/136/944/img/11944136_1.jpg?shrink=330:*&_v=20201021131836,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 225mm, 편평비: 55%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",194180
138,한국타이어 아이온 윈터 SUV IW01A 사일런트 235/45R20,https://img.danawa.com/prod_img/500000/632/923/img/28923632_1.jpg?shrink=330:*&_v=20231023133112,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 235mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",189000
139,한국타이어 아이온 윈터 IW01 사일런트 255/40R19,https://img.danawa.com/prod_img/500000/910/858/img/28858910_1.jpg?shrink=330:*&_v=20231019130344,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 255mm, 편평비: 40%, 휠지름: 19인치",197000
140,한국타이어 아이온 에보 SUV IK01A 275/35R21,https://img.danawa.com/prod_img/500000/710/655/img/20655710_1.jpg?shrink=330:*&_v=20230623084124,"타이어, SUV, RV용, 전기차용, 스포츠형, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 아우디 A7",378000
141,한국타이어 아이온 에보 AS SUV IH01A 사일런트 235/45R20,https://img.danawa.com/prod_img/500000/060/975/img/29975060_1.jpg?shrink=330:*&_v=20231115091552,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 235mm, 편평비: 45%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",248760
142,한국타이어 아이온 에보 IK01 275/35R21,https://img.danawa.com/prod_img/500000/501/542/img/21542501_1.jpg?shrink=330:*&_v=20230714125555,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",410130
143,한국타이어 벤투스 S1 에보3 K127E 285/35R22,https://img.danawa.com/prod_img/500000/515/245/img/19245515_1.jpg?shrink=330:*&_v=20230307145728,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 285mm, 편평비: 35%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",368850
144,한국타이어 벤투스 S1 에보3 K127E 265/40R22,https://img.danawa.com/prod_img/500000/672/241/img/19241672_1.jpg?shrink=330:*&_v=20230307124527,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 265mm, 편평비: 40%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",327740
145,금호타이어 마제스티9 솔루스 TA91 EV 235/45R19,https://img.danawa.com/prod_img/500000/286/798/img/28798286_1.jpg?shrink=330:*&_v=20231017085538,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 560(2등급), UTQG 제동력: AA, UTQG 내열성: A",일시품절
146,미쉐린타이어 파일럿 스포츠 EV 235/50R20,https://img.danawa.com/prod_img/500000/288/333/img/29333288_1.jpg?shrink=330:*&_v=20231025091547,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 235mm, 편평비: 50%, 휠지름: 20인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",632530
147,한국타이어 아이온 에보 AS SUV IH01A 사일런트 275/50R20,https://img.danawa.com/prod_img/500000/466/462/img/28462466_1.jpg?shrink=330:*&_v=20230925124702,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 275mm, 편평비: 50%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",253240
148,한국타이어 아이온 윈터 IW01 사일런트 245/45R20,https://img.danawa.com/prod_img/500000/652/771/img/28771652_1.jpg?shrink=330:*&_v=20231103162559,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 245mm, 편평비: 45%, 휠지름: 20인치",196000
149,한국타이어 아이온 에보 IK01 305/30R21,https://img.danawa.com/prod_img/500000/543/542/img/21542543_1.jpg?shrink=330:*&_v=20230714125633,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 305mm, 편평비: 30%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",439000
150,한국타이어 아이온 에보 IK01 235/35R20,https://img.danawa.com/prod_img/500000/730/541/img/21541730_1.jpg?shrink=330:*&_v=20230714123834,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 235mm, 편평비: 35%, 휠지름: 20인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",341000
151,미쉐린타이어 파일럿 스포츠 EV 265/45R20,https://img.danawa.com/prod_img/500000/128/719/img/19719128_1.jpg?shrink=330:*&_v=20230411090630,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 265mm, 편평비: 45%, 휠지름: 20인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",520000
152,한국타이어 아이온 윈터 IW01 245/35R21,https://img.danawa.com/prod_img/500000/107/521/img/28521107_1.jpg?shrink=330:*&_v=20231004165020,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 245mm, 편평비: 35%, 휠지름: 21인치",219580
153,한국타이어 아이온 윈터 IW01 265/40R21,https://img.danawa.com/prod_img/500000/187/335/img/29335187_1.jpg?shrink=330:*&_v=20231025104254,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 265mm, 편평비: 40%, 휠지름: 21인치",280310
154,한국타이어 아이온 에보 IK01 265/35R21,https://img.danawa.com/prod_img/500000/910/541/img/21541910_1.jpg?shrink=330:*&_v=20230714124410,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 265mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",381000
155,한국타이어 아이온 에보 AS IH01 사일런트 275/40R19,https://img.danawa.com/prod_img/500000/910/974/img/29974910_1.jpg?shrink=330:*&_v=20231115090226,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 275mm, 편평비: 40%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",208710
156,미쉐린타이어 파일럿 스포츠 EV 235/55R20,https://img.danawa.com/prod_img/500000/096/800/img/18800096_1.jpg?shrink=330:*&_v=20230119101955,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 235mm, 편평비: 55%, 휠지름: 20인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",420000
157,한국타이어 아이온 윈터 IW01 235/40R19,https://img.danawa.com/prod_img/500000/632/622/img/29622632_1.jpg?shrink=330:*&_v=20231031142905,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 235mm, 편평비: 40%, 휠지름: 19인치",175480
158,한국타이어 아이온 윈터 SUV IW01A 사일런트 265/45R21,https://img.danawa.com/prod_img/500000/552/164/img/13164552_1.jpg?shrink=330:*&_v=20221004084910,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 265mm, 편평비: 45%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",246000
159,한국타이어 아이온 윈터 SUV IW01A 사일런트 275/45R20,https://img.danawa.com/prod_img/500000/187/924/img/28924187_1.jpg?shrink=330:*&_v=20231023134728,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 275mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",277000
160,한국타이어 아이온 윈터 SUV IW01A 사일런트 255/50R19,https://img.danawa.com/prod_img/500000/845/923/img/28923845_1.jpg?shrink=330:*&_v=20231023133628,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 255mm, 편평비: 50%, 휠지름: 19인치, 추천차종 기아 EV6, 테슬라 모델Y",183000
161,한국타이어 아이온 윈터 SUV IW01A 사일런트 245/40R21,https://img.danawa.com/prod_img/500000/680/923/img/28923680_1.jpg?shrink=330:*&_v=20231023133221,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 245mm, 편평비: 40%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",238000
162,미쉐린타이어 파일럿 스포츠 EV 275/35R21,https://img.danawa.com/prod_img/500000/142/153/img/28153142_1.jpg?shrink=330:*&_v=20230911083618,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",729600
163,미쉐린타이어 파일럿 스포츠 EV 235/45R20,https://img.danawa.com/prod_img/500000/062/719/img/19719062_1.jpg?shrink=330:*&_v=20230411090135,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 235mm, 편평비: 45%, 휠지름: 20인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",573000
164,한국타이어 아이온 윈터 IW01 사일런트 265/35R22,https://img.danawa.com/prod_img/500000/858/654/img/29654858_1.jpg?shrink=330:*&_v=20231101091829,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 265mm, 편평비: 35%, 휠지름: 22인치",306000
165,한국타이어 아이온 윈터 SUV IW01A 사일런트 275/50R20,https://img.danawa.com/prod_img/500000/190/924/img/28924190_1.jpg?shrink=330:*&_v=20231023134744,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 275mm, 편평비: 50%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",241000
166,한국타이어 아이온 윈터 SUV IW01A 사일런트 255/60R19,https://img.danawa.com/prod_img/500000/896/923/img/28923896_1.jpg?shrink=330:*&_v=20231023133822,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 255mm, 편평비: 60%, 휠지름: 19인치, 추천차종 기아 EV6, 테슬라 모델Y",187000
167,미쉐린타이어 파일럿 스포츠 EV 255/35R21,https://img.danawa.com/prod_img/500000/074/719/img/19719074_1.jpg?shrink=330:*&_v=20230411090235,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",713000
168,한국타이어 키너지 AS EV EH01 235/45R18,https://img.danawa.com/prod_img/500000/074/027/img/15027074_1.jpg?shrink=330:*&_v=20210818154044,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 45%, 휠지름: 18인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",265460
169,한국타이어 키너지 AS EV EH01 사일런트 235/45R18,https://img.danawa.com/prod_img/500000/189/421/img/16421189_1.jpg?shrink=330:*&_v=20220217112821,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 235mm, 편평비: 45%, 휠지름: 18인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",229550
170,한국타이어 키너지 AS EV EH01 205/55R16,https://img.danawa.com/prod_img/500000/918/716/img/10716918_1.jpg?shrink=330:*&_v=20201027173744,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 205mm, 편평비: 55%, 휠지름: 16인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",156850
171,한국타이어 아이온 윈터 SUV IW01A 275/40R22,https://img.danawa.com/prod_img/500000/931/335/img/29335931_1.jpg?shrink=330:*&_v=20231025110255,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 275mm, 편평비: 40%, 휠지름: 22인치, 추천차종 기아 EV6, 테슬라 모델Y",307450
172,한국타이어 아이온 윈터 SUV IW01A 255/60R19,https://img.danawa.com/prod_img/500000/541/335/img/29335541_1.jpg?shrink=330:*&_v=20231025105234,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 255mm, 편평비: 60%, 휠지름: 19인치, 추천차종 기아 EV6, 테슬라 모델Y",190900
173,한국타이어 아이온 윈터 IW01 265/35R22,https://img.danawa.com/prod_img/500000/154/335/img/29335154_1.jpg?shrink=330:*&_v=20231025104157,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 265mm, 편평비: 35%, 휠지름: 22인치",321750
174,한국타이어 아이온 윈터 IW01 사일런트 265/40R21,https://img.danawa.com/prod_img/500000/724/771/img/28771724_1.jpg?shrink=330:*&_v=20231016131202,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 265mm, 편평비: 40%, 휠지름: 21인치",264000
175,한국타이어 아이온 윈터 IW01 사일런트 235/45R18,https://img.danawa.com/prod_img/500000/358/771/img/28771358_1.jpg?shrink=330:*&_v=20231016125755,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 235mm, 편평비: 45%, 휠지름: 18인치",160000
176,한국타이어 아이온 윈터 IW01 사일런트 235/40R19,https://img.danawa.com/prod_img/500000/343/771/img/28771343_1.jpg?shrink=330:*&_v=20231016125732,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 235mm, 편평비: 40%, 휠지름: 19인치",179000
177,한국타이어 아이온 에보 SUV IK01A 255/40R20,https://img.danawa.com/prod_img/500000/707/655/img/20655707_1.jpg?shrink=330:*&_v=20230623084058,"타이어, SUV, RV용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 40%, 휠지름: 20인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 아우디 A7",294000
178,한국타이어 아이온 에보 SUV IK01A 255/35R21,https://img.danawa.com/prod_img/500000/701/655/img/20655701_1.jpg?shrink=330:*&_v=20230623084036,"타이어, SUV, RV용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 아우디 A7",364000
179,한국타이어 아이온 윈터 IW01 사일런트 265/35R21,https://img.danawa.com/prod_img/500000/031/172/img/13172031_1.jpg?shrink=330:*&_v=20221004170318,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 265mm, 편평비: 35%, 휠지름: 21인치",277000
180,한국타이어 아이온 윈터 IW01 255/50R19,https://img.danawa.com/prod_img/500000/266/622/img/29622266_1.jpg?shrink=330:*&_v=20231031141626,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 255mm, 편평비: 50%, 휠지름: 19인치",211375
181,한국타이어 아이온 윈터 IW01 사일런트 305/30R21,https://img.danawa.com/prod_img/500000/745/771/img/28771745_1.jpg?shrink=330:*&_v=20231016131237,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 305mm, 편평비: 30%, 휠지름: 21인치",318000
182,한국타이어 아이온 윈터 IW01 사일런트 245/35R21,https://img.danawa.com/prod_img/500000/544/771/img/28771544_1.jpg?shrink=330:*&_v=20231016130550,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 245mm, 편평비: 35%, 휠지름: 21인치",224000
183,한국타이어 아이온 에보 SUV IK01A 사일런트 255/40R20,https://img.danawa.com/prod_img/500000/682/805/img/27805682_1.jpg?shrink=330:*&_v=20230828095935,"타이어, SUV, RV용, 전기차용, 스포츠형, 저소음, 단면폭: 255mm, 편평비: 40%, 휠지름: 20인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 아우디 A7",295210
184,한국타이어 아이온 에보 SUV IK01A 사일런트 255/35R21,https://img.danawa.com/prod_img/500000/676/805/img/27805676_1.jpg?shrink=330:*&_v=20230828095916,"타이어, SUV, RV용, 전기차용, 스포츠형, 저소음, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 아우디 A7",369000
185,한국타이어 아이온 에보 IK01 사일런트 305/30R21,https://img.danawa.com/prod_img/500000/643/805/img/27805643_1.jpg?shrink=330:*&_v=20230828095653,"타이어, 승용차용, 전기차용, 스포츠형, 저소음, 단면폭: 305mm, 편평비: 30%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",446420
186,한국타이어 아이온 에보 IK01 사일런트 235/35R20,https://img.danawa.com/prod_img/500000/616/805/img/27805616_1.jpg?shrink=330:*&_v=20230828095527,"타이어, 승용차용, 전기차용, 스포츠형, 저소음, 단면폭: 235mm, 편평비: 35%, 휠지름: 20인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",321280
187,한국타이어 아이온 에보 IK01 255/40R20,https://img.danawa.com/prod_img/500000/883/541/img/21541883_1.jpg?shrink=330:*&_v=20230714124337,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 40%, 휠지름: 20인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",318990
188,한국타이어 아이온 에보 IK01 255/35R21,https://img.danawa.com/prod_img/500000/808/541/img/21541808_1.jpg?shrink=330:*&_v=20230714124030,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",394100
189,미쉐린타이어 파일럿 스포츠 EV 255/50R21,https://img.danawa.com/prod_img/500000/231/800/img/18800231_1.jpg?shrink=330:*&_v=20230119102708,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 255mm, 편평비: 50%, 휠지름: 21인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",538840
190,미쉐린타이어 파일럿 스포츠 EV 235/45R21,https://img.danawa.com/prod_img/500000/066/800/img/18800066_1.jpg?shrink=330:*&_v=20230119101905,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 235mm, 편평비: 45%, 휠지름: 21인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",524270
191,한국타이어 벤투스 S1 에보3 K127E 사일런트 285/35R22,https://img.danawa.com/prod_img/500000/638/713/img/16713638_1.jpg?shrink=330:*&_v=20220330145147,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 저소음, 단면폭: 285mm, 편평비: 35%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",404000
192,한국타이어 벤투스 S1 에보3 K127E 사일런트 265/40R22,https://img.danawa.com/prod_img/500000/975/421/img/16421975_1.jpg?shrink=330:*&_v=20220217125945,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 저소음, 단면폭: 265mm, 편평비: 40%, 휠지름: 22인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급",359000
193,한국타이어 키너지 AS EV EH01 사일런트 235/40R19,https://img.danawa.com/prod_img/500000/180/421/img/16421180_1.jpg?shrink=330:*&_v=20220217112805,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 235mm, 편평비: 40%, 휠지름: 19인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",242200
